date,open,high,low,close,adj close,volume
9/12/17,34.39254138,21,7,39.2,13.552,4356178
9/13/17,8.043513014,23,15,34.39254138,14.672,4356201
9/14/17,21.54013239,14,10,8.043513014,15.792,4356224
9/15/17,1.961046928,25,24,21.54013239,16.912,4356247
9/16/17,5.01779457,14,8,1.961046928,18.032,4356270
9/17/17,11.32679643,29,13,5.01779457,19.152,4356293
9/18/17,13.23637982,13,17,11.32679643,18.592,4356316
9/19/17,18.2789832,23,24,13.23637982,18.032,4356339
9/20/17,0.021109971,18,7,18.2789832,17.472,4356362
9/21/17,22.27721292,12,10,0.021109971,16.912,4356385
9/22/17,6.906360207,29,13,22.27721292,16.352,4356408
9/23/17,22.07350449,29,15,6.906360207,16.352,4356408
9/24/17,14.91931667,21,20,22.07350449,16.352,4356408
9/25/17,6.857966999,30,16,14.91931667,16.352,4356408
9/26/17,2.840410349,9,23,6.857966999,16.352,4356408
9/27/17,14.39059334,30,24,2.840410349,16.352,4356408
9/28/17,24.75903652,24,14,14.39059334,16.352,4356408
9/29/17,9.203201661,20,9,24.75903652,16.352,4356408
9/30/17,1.046085954,25,21,9.203201661,16.352,4356408
10/1/17,14.07696298,15,25,1.046085954,16.352,4356408
10/2/17,7.284365442,30,5,14.07696298,16.352,4356408
10/3/17,12.25988851,21,16,7.284365442,16.352,4356408
10/4/17,0.696847732,25,22,12.25988851,16.352,4356408
10/5/17,18.96537878,12,6,0.696847732,16.352,4356408
10/6/17,17.67626448,27,16,18.96537878,16.352,4356408
10/7/17,20.44454857,7,14,17.67626448,16.352,4356408
10/8/17,22.43606655,16,5,20.44454857,16.352,4356408
10/9/17,18.61467208,19,23,22.43606655,16.352,4356408
10/10/17,12.7832262,14,12,18.61467208,16.352,4356408
10/11/17,3.374314297,5,19,12.7832262,16.352,4356408
10/12/17,19.02688674,14,11,3.374314297,16.352,4356408
10/13/17,21.54468907,20,22,19.02688674,16.352,4356408
10/14/17,0.738435904,15,25,21.54468907,16.352,4356408
10/15/17,14.58676772,21,12,0.738435904,16.352,4356408
10/16/17,8.452193539,21,24,14.58676772,16.352,4356408
