date,open,high,low,close,adj close,volume
9/29/17,70,29,13,54,13.552,4356178
9/30/17,54,23,23,86,13.552,4356178
10/1/17,86,16,12,46,13.552,4356178
10/2/17,46,22,22,81,13.552,4356178
10/3/17,81,20,18,50,13.552,4356178
10/4/17,50,22,5,82,13.552,4356178
10/5/17,82,16,25,75,13.552,4356178
10/6/17,75,29,13,78,13.552,4356178
10/7/17,78,6,24,45,13.552,4356178
10/8/17,45,15,7,60,13.552,4356178
10/9/17,60,22,9,80,13.552,4356178
10/10/17,80,24,13,47,13.552,4356178
10/11/17,47,25,12,69,13.552,4356178
10/12/17,69,29,20,85,13.552,4356178
10/13/17,85,13,13,76,13.552,4356178
10/14/17,76,14,18,61,13.552,4356178
10/15/17,61,8,5,65,13.552,4356178
10/16/17,65,22,6,66,13.552,4356178
10/17/17,65,22,6,66,13.552,4356178
10/18/17,65,22,6,66,13.552,4356178
10/19/17,65,22,6,66,13.552,4356178
10/20/17,65,22,6,66,13.552,4356178
10/21/17,65,22,6,66,13.552,4356178
10/22/17,65,22,6,66,13.552,4356178
10/23/17,65,22,6,66,13.552,4356178
10/24/17,65,22,6,66,13.552,4356178
10/25/17,65,22,6,66,13.552,4356178
10/26/17,65,22,6,66,13.552,4356178
10/27/17,65,22,6,66,13.552,4356178
10/28/17,65,22,6,66,13.552,4356178
10/29/17,65,22,6,66,13.552,4356178
10/30/17,65,22,6,66,13.552,4356178
10/31/17,65,22,6,66,13.552,4356178
11/1/17,65,22,6,66,13.552,4356178
11/2/17,65,22,6,66,13.552,4356178
11/3/17,65,22,6,66,13.552,4356178
11/4/17,65,22,6,66,13.552,4356178
11/5/17,65,22,6,66,13.552,4356178
11/6/17,65,22,6,66,13.552,4356178
11/7/17,65,22,6,66,13.552,4356178
11/8/17,65,22,6,66,13.552,4356178
11/9/17,65,22,6,66,13.552,4356178
11/10/17,65,22,6,66,13.552,4356178
11/11/17,65,22,6,66,13.552,4356178
11/12/17,65,22,6,66,13.552,4356178
11/13/17,65,22,6,66,13.552,4356178
11/14/17,65,22,6,66,13.552,4356178
11/15/17,65,22,6,66,13.552,4356178
